Date,Time,A,B,C
2024/7/1,3:02:10,110.3,11.49,-105
2024/7/1,3:02:20,110.4,11.5,-105.1
2024/7/1,3:02:30,110.5,11.51,-105.2
2024/7/1,3:02:40,110.6,11.52,-105.3
2024/7/1,3:02:50,110.7,11.53,-105.4
2024/7/1,3:03:00,110.8,11.54,-105.5
2024/7/1,3:03:10,110.9,11.55,-105.6
2024/7/1,3:03:20,111,11.56,-105.7
2024/7/1,3:03:30,111.1,11.57,-105.8
2024/7/1,3:03:40,111.2,11.58,-105.9
2024/7/1,3:03:50,111.3,11.59,-106
2024/7/1,3:04:00,111.4,11.6,-106.1
2024/7/1,3:04:10,111.5,11.61,-106.2
2024/7/1,3:04:20,111.6,11.62,-106.3
2024/7/1,3:04:30,111.7,11.63,-106.4
2024/7/1,3:04:40,111.8,11.64,-106.5
2024/7/1,3:04:50,111.9,11.65,-106.6
2024/7/1,3:05:00,112,11.66,-106.7
2024/7/1,3:05:10,112.1,11.67,-106.8
2024/7/1,3:05:20,112.2,11.68,-106.9
2024/7/1,3:05:30,112.3,11.69,-107
2024/7/1,3:05:40,112.4,11.7,-107.1
2024/7/1,3:05:50,112.5,11.71,-107.2
2024/7/1,3:06:00,112.6,11.72,-107.3
2024/7/1,3:06:10,112.7,11.73,-107.4
2024/7/1,3:06:20,112.8,11.74,-107.5
2024/7/1,3:06:30,112.9,11.75,-107.6
2024/7/1,3:06:40,113,11.76,-107.7
2024/7/1,3:06:50,113.1,11.77,-107.8
2024/7/1,3:07:00,113.2,11.78,-107.9
2024/7/1,3:07:10,113.3,11.79,-108
2024/7/1,3:07:20,113.4,11.8,-108.1
2024/7/1,3:07:30,113.5,11.81,-108.2
2024/7/1,3:07:40,113.6,11.82,-108.3
2024/7/1,3:07:50,113.7,11.83,-108.4
2024/7/1,3:08:00,113.8,11.84,-108.5
2024/7/1,3:08:10,113.9,11.85,-108.6
2024/7/1,3:08:20,114,11.86,-108.7
2024/7/1,3:08:30,114.1,11.87,-108.8
2024/7/1,3:08:40,114.2,11.88,-108.9
2024/7/1,3:08:50,114.3,11.89,-109
2024/7/1,3:09:00,114.4,11.9,-109.1
2024/7/1,3:09:10,114.5,11.91,-109.2
2024/7/1,3:09:20,114.6,11.92,-109.3
2024/7/1,3:09:30,114.7,11.93,-109.4
2024/7/1,3:09:40,114.8,11.94,-109.5
2024/7/1,3:09:50,114.9,11.95,-109.6
2024/7/1,3:10:00,115,11.96,-109.7
2024/7/1,3:10:10,115.1,11.97,-109.8
2024/7/1,3:10:20,115.2,11.98,-109.9
2024/7/1,3:10:30,115.3,11.99,-110
2024/7/1,3:10:40,115.4,12,-110.1
2024/7/1,3:10:50,115.5,12.01,-110.2
2024/7/1,3:11:00,115.6,12.02,-110.3
2024/7/1,3:11:10,115.7,12.03,-110.4
2024/7/1,3:11:20,115.8,12.04,-110.5
2024/7/1,3:11:30,115.9,12.05,-110.6
2024/7/1,3:11:40,116,12.06,-110.7
2024/7/1,3:11:50,116.1,12.07,-110.8
2024/7/1,3:12:00,116.2,12.08,-110.9
2024/7/1,3:12:10,116.3,12.09,-111
2024/7/1,3:12:20,116.4,12.1,-111.1
2024/7/1,3:12:30,116.5,12.11,-111.2
2024/7/1,3:12:40,116.6,12.12,-111.3
2024/7/1,3:12:50,116.7,12.13,-111.4
2024/7/1,3:13:00,116.8,12.14,-111.5
2024/7/1,3:13:10,116.9,12.15,-111.6
2024/7/1,3:13:20,117,12.16,-111.7
2024/7/1,3:13:30,117.1,12.17,-111.8
2024/7/1,3:13:40,117.2,12.18,-111.9
2024/7/1,3:13:50,117.3,12.19,-112
2024/7/1,3:14:00,117.4,12.2,-112.1
2024/7/1,3:14:10,117.5,12.21,-112.2
2024/7/1,3:14:20,117.6,12.22,-112.3
2024/7/1,3:14:30,117.7,12.23,-112.4
2024/7/1,3:14:40,117.8,12.24,-112.5
2024/7/1,3:14:50,117.9,12.25,-112.6
2024/7/1,3:15:00,118,12.26,-112.7
2024/7/1,3:15:10,118.1,12.27,-112.8
2024/7/1,3:15:20,118.2,12.28,-112.9
2024/7/1,3:15:30,118.3,12.29,-113
2024/7/1,3:15:40,118.4,12.3,-113.1
2024/7/1,3:15:50,118.5,12.31,-113.2
2024/7/1,3:16:00,118.6,12.32,-113.3
2024/7/1,3:16:10,118.7,12.33,-113.4
2024/7/1,3:16:20,118.8,12.34,-113.5
2024/7/1,3:16:30,118.9,12.35,-113.6
2024/7/1,3:16:40,119,12.36,-113.7
2024/7/1,3:16:50,119.1,12.37,-113.8
2024/7/1,3:17:00,119.2,12.38,-113.9
2024/7/1,3:17:10,119.3,12.39,-114
2024/7/1,3:17:20,119.4,12.4,-114.1
2024/7/1,3:17:30,119.5,12.41,-114.2
2024/7/1,3:17:40,119.6,12.42,-114.3
2024/7/1,3:17:50,119.7,12.43,-114.4
2024/7/1,3:18:00,119.8,12.44,-114.5
2024/7/1,3:18:10,119.9,12.45,-114.6
2024/7/1,3:18:20,120,12.46,-114.7
2024/7/1,3:18:30,120.1,12.47,-114.8
2024/7/1,3:18:40,120.2,12.48,-114.9
2024/7/1,3:18:50,120.3,12.49,-115
2024/7/1,3:19:00,120.4,12.5,-115.1
2024/7/1,3:19:10,120.5,12.51,-115.2
2024/7/1,3:19:20,120.6,12.52,-115.3
2024/7/1,3:19:30,120.7,12.53,-115.4
2024/7/1,3:19:40,120.8,12.54,-115.5
2024/7/1,3:19:50,120.9,12.55,-115.6
2024/7/1,3:20:00,121,12.56,-115.7
2024/7/1,3:20:10,121.1,12.57,-115.8
2024/7/1,3:20:20,121.2,12.58,-115.9
2024/7/1,3:20:30,121.3,12.59,-116
2024/7/1,3:20:40,121.4,12.6,-116.1
2024/7/1,3:20:50,121.5,12.61,-116.2
2024/7/1,3:21:00,121.6,12.62,-116.3
2024/7/1,3:21:10,121.7,12.63,-116.4
2024/7/1,3:21:20,121.8,12.64,-116.5
2024/7/1,3:21:30,121.9,12.65,-116.6
2024/7/1,3:21:40,122,12.66,-116.7
2024/7/1,3:21:50,122.1,12.67,-116.8
2024/7/1,3:22:00,122.2,12.68,-116.9
2024/7/1,3:22:10,122.3,12.69,-117
2024/7/1,3:22:20,122.4,12.7,-117.1
2024/7/1,3:22:30,122.5,12.71,-117.2
2024/7/1,3:22:40,122.6,12.72,-117.3
2024/7/1,3:22:50,122.7,12.73,-117.4
2024/7/1,3:23:00,122.8,12.74,-117.5
2024/7/1,3:23:10,122.9,12.75,-117.6
2024/7/1,3:23:20,123,12.76,-117.7
2024/7/1,3:23:30,123.1,12.77,-117.8
2024/7/1,3:23:40,123.2,12.78,-117.9
2024/7/1,3:23:50,123.3,12.79,-118
2024/7/1,3:24:00,123.4,12.8,-118.1
2024/7/1,3:24:10,123.5,12.81,-118.2
2024/7/1,3:24:20,123.6,12.82,-118.3
2024/7/1,3:24:30,123.7,12.83,-118.4
2024/7/1,3:24:40,123.8,12.84,-118.5
2024/7/1,3:24:50,123.9,12.85,-118.6
2024/7/1,3:25:00,124,12.86,-118.7
2024/7/1,3:25:10,124.1,12.87,-118.8
2024/7/1,3:25:20,124.2,12.88,-118.9
2024/7/1,3:25:30,124.3,12.89,-119
2024/7/1,3:25:40,124.4,12.9,-119.1
2024/7/1,3:25:50,124.5,12.91,-119.2
2024/7/1,3:26:00,124.6,12.92,-119.3
2024/7/1,3:26:10,124.7,12.93,-119.4
2024/7/1,3:26:20,124.8,12.94,-119.5
2024/7/1,3:26:30,124.9,12.95,-119.6
2024/7/1,3:26:40,125,12.96,-119.7
2024/7/1,3:26:50,125.1,12.97,-119.8
2024/7/1,3:27:00,125.2,12.98,-119.9
2024/7/1,3:27:10,125.3,12.99,-120
2024/7/1,3:27:20,125.4,13,-120.1
2024/7/1,3:27:30,125.5,13.01,-120.2
2024/7/1,3:27:40,125.6,13.02,-120.3
2024/7/1,3:27:50,125.7,13.03,-120.4
2024/7/1,3:28:00,125.8,13.04,-120.5
2024/7/1,3:28:10,125.9,13.05,-120.6
2024/7/1,3:28:20,126,13.06,-120.7
2024/7/1,3:28:30,126.1,13.07,-120.8
2024/7/1,3:28:40,126.2,13.08,-120.9
2024/7/1,3:28:50,126.3,13.09,-121
2024/7/1,3:29:00,126.4,13.1,-121.1
2024/7/1,3:29:10,126.5,13.11,-121.2
2024/7/1,3:29:20,126.6,13.12,-121.3
2024/7/1,3:29:30,126.7,13.13,-121.4
2024/7/1,3:29:40,126.8,13.14,-121.5
2024/7/1,3:29:50,126.9,13.15,-121.6
2024/7/1,3:30:00,127,13.16,-121.7
2024/7/1,3:30:10,127.1,13.17,-121.8
2024/7/1,3:30:20,127.2,13.18,-121.9
2024/7/1,3:30:30,127.3,13.19,-122
2024/7/1,3:30:40,127.4,13.2,-122.1
2024/7/1,3:30:50,127.5,13.21,-122.2
2024/7/1,3:31:00,127.6,13.22,-122.3
2024/7/1,3:31:10,127.7,13.23,-122.4
2024/7/1,3:31:20,127.8,13.24,-122.5
2024/7/1,3:31:30,127.9,13.25,-122.6
2024/7/1,3:31:40,128,13.26,-122.7
2024/7/1,3:31:50,128.1,13.27,-122.8
2024/7/1,3:32:00,128.2,13.28,-122.9
2024/7/1,3:32:10,128.3,13.29,-123
2024/7/1,3:32:20,128.4,13.3,-123.1
2024/7/1,3:32:30,128.5,13.31,-123.2
2024/7/1,3:32:40,128.6,13.32,-123.3
2024/7/1,3:32:50,128.7,13.33,-123.4
2024/7/1,3:33:00,128.8,13.34,-123.5
2024/7/1,3:33:10,128.9,13.35,-123.6
2024/7/1,3:33:20,129,13.36,-123.7
2024/7/1,3:33:30,129.1,13.37,-123.8
2024/7/1,3:33:40,129.2,13.38,-123.9
2024/7/1,3:33:50,129.3,13.39,-124
2024/7/1,3:34:00,129.4,13.4,-124.1
2024/7/1,3:34:10,129.5,13.41,-124.2
2024/7/1,3:34:20,129.6,13.42,-124.3
2024/7/1,3:34:30,129.7,13.43,-124.4
2024/7/1,3:34:40,129.8,13.44,-124.5
2024/7/1,3:34:50,129.9,13.45,-124.6
2024/7/1,3:35:00,130,13.46,-124.7
2024/7/1,3:35:10,130.1,13.47,-124.8
2024/7/1,3:35:20,130.2,13.48,-124.9
2024/7/1,3:35:30,130.3,13.49,-125
2024/7/1,3:35:40,130.4,13.5,-125.1
2024/7/1,3:35:50,130.5,13.51,-125.2
2024/7/1,3:36:00,130.6,13.52,-125.3
2024/7/1,3:36:10,130.7,13.53,-125.4
2024/7/1,3:36:20,130.8,13.54,-125.5
2024/7/1,3:36:30,130.9,13.55,-125.6
2024/7/1,3:36:40,131,13.56,-125.7
2024/7/1,3:36:50,131.1,13.57,-125.8
2024/7/1,3:37:00,131.2,13.58,-125.9
2024/7/1,3:37:10,131.3,13.59,-126
2024/7/1,3:37:20,131.4,13.6,-126.1
2024/7/1,3:37:30,131.5,13.61,-126.2
2024/7/1,3:37:40,131.6,13.62,-126.3
2024/7/1,3:37:50,131.7,13.63,-126.4
2024/7/1,3:38:00,131.8,13.64,-126.5
2024/7/1,3:38:10,131.9,13.65,-126.6
2024/7/1,3:38:20,132,13.66,-126.7
2024/7/1,3:38:30,132.1,13.67,-126.8
2024/7/1,3:38:40,132.2,13.68,-126.9
2024/7/1,3:38:50,132.3,13.69,-127
2024/7/1,3:39:00,132.4,13.7,-127.1
2024/7/1,3:39:10,132.5,13.71,-127.2
2024/7/1,3:39:20,132.6,13.72,-127.3
2024/7/1,3:39:30,132.7,13.73,-127.4
2024/7/1,3:39:40,132.8,13.74,-127.5
2024/7/1,3:39:50,132.9,13.75,-127.6
2024/7/1,3:40:00,133,13.76,-127.7
2024/7/1,3:40:10,133.1,13.77,-127.8
2024/7/1,3:40:20,133.2,13.78,-127.9
2024/7/1,3:40:30,133.3,13.79,-128
2024/7/1,3:40:40,133.4,13.8,-128.1
2024/7/1,3:40:50,133.5,13.81,-128.2
2024/7/1,3:41:00,133.6,13.82,-128.3
2024/7/1,3:41:10,133.7,13.83,-128.4
2024/7/1,3:41:20,133.8,13.84,-128.5
2024/7/1,3:41:30,133.9,13.85,-128.6
2024/7/1,3:41:40,134,13.86,-128.7
2024/7/1,3:41:50,134.1,13.87,-128.8
2024/7/1,3:42:00,134.2,13.88,-128.9
2024/7/1,3:42:10,134.3,13.89,-129
2024/7/1,3:42:20,134.4,13.9,-129.1
2024/7/1,3:42:30,134.5,13.91,-129.2
2024/7/1,3:42:40,134.6,13.92,-129.3
2024/7/1,3:42:50,134.7,13.93,-129.4
2024/7/1,3:43:00,134.8,13.94,-129.5
2024/7/1,3:43:10,134.9,13.95,-129.6
2024/7/1,3:43:20,135,13.96,-129.7
2024/7/1,3:43:30,135.1,13.97,-129.8
2024/7/1,3:43:40,135.2,13.98,-129.9
2024/7/1,3:43:50,135.3,13.99,-130
2024/7/1,3:44:00,135.4,14,-130.1
2024/7/1,3:44:10,135.5,14.01,-130.2
2024/7/1,3:44:20,135.6,14.02,-130.3
2024/7/1,3:44:30,135.7,14.03,-130.4
2024/7/1,3:44:40,135.8,14.04,-130.5
2024/7/1,3:44:50,135.9,14.05,-130.6
2024/7/1,3:45:00,136,14.06,-130.7
2024/7/1,3:45:10,136.1,14.07,-130.8
2024/7/1,3:45:20,136.2,14.08,-130.9
2024/7/1,3:45:30,136.3,14.09,-131
2024/7/1,3:45:40,136.4,14.1,-131.1
2024/7/1,3:45:50,136.5,14.11,-131.2
2024/7/1,3:46:00,136.6,14.12,-131.3
2024/7/1,3:46:10,136.7,14.13,-131.4
2024/7/1,3:46:20,136.8,14.14,-131.5
2024/7/1,3:46:30,136.9,14.15,-131.6
2024/7/1,3:46:40,137,14.16,-131.7
2024/7/1,3:46:50,137.1,14.17,-131.8
2024/7/1,3:47:00,137.2,14.18,-131.9
2024/7/1,3:47:10,137.3,14.19,-132
2024/7/1,3:47:20,137.4,14.2,-132.1
2024/7/1,3:47:30,137.5,14.21,-132.2
2024/7/1,3:47:40,137.6,14.22,-132.3
2024/7/1,3:47:50,137.7,14.23,-132.4
2024/7/1,3:48:00,137.8,14.24,-132.5
2024/7/1,3:48:10,137.9,14.25,-132.6
2024/7/1,3:48:20,138,14.26,-132.7
2024/7/1,3:48:30,138.1,14.27,-132.8
2024/7/1,3:48:40,138.2,14.28,-132.9
2024/7/1,3:48:50,138.3,14.29,-133
2024/7/1,3:49:00,138.4,14.3,-133.1
2024/7/1,3:49:10,138.5,14.31,-133.2
2024/7/1,3:49:20,138.6,14.32,-133.3
2024/7/1,3:49:30,138.7,14.33,-133.4
2024/7/1,3:49:40,138.8,14.34,-133.5
2024/7/1,3:49:50,138.9,14.35,-133.6
2024/7/1,3:50:00,139,14.36,-133.7
2024/7/1,3:50:10,139.1,14.37,-133.8
2024/7/1,3:50:20,139.2,14.38,-133.9
2024/7/1,3:50:30,139.3,14.39,-134
2024/7/1,3:50:40,139.4,14.4,-134.1
2024/7/1,3:50:50,139.5,14.41,-134.2
2024/7/1,3:51:00,139.6,14.42,-134.3
2024/7/1,3:51:10,139.7,14.43,-134.4
2024/7/1,3:51:20,139.8,14.44,-134.5
2024/7/1,3:51:30,139.9,14.45,-134.6
2024/7/1,3:51:40,140,14.46,-134.7
2024/7/1,3:51:50,140.1,14.47,-134.8
2024/7/1,3:52:00,140.2,14.48,-134.9
2024/7/1,3:52:10,140.3,14.49,-135
2024/7/1,3:52:20,140.4,14.5,-135.1
2024/7/1,3:52:30,140.5,14.51,-135.2
2024/7/1,3:52:40,140.6,14.52,-135.3
2024/7/1,3:52:50,140.7,14.53,-135.4
2024/7/1,3:53:00,140.8,14.54,-135.5
2024/7/1,3:53:10,140.9,14.55,-135.6
2024/7/1,3:53:20,141,14.56,-135.7
2024/7/1,3:53:30,141.1,14.57,-135.8
2024/7/1,3:53:40,141.2,14.58,-135.9
2024/7/1,3:53:50,141.3,14.59,-136
2024/7/1,3:54:00,141.4,14.6,-136.1
2024/7/1,3:54:10,141.5,14.61,-136.2
2024/7/1,3:54:20,141.6,14.62,-136.3
2024/7/1,3:54:30,141.7,14.63,-136.4
2024/7/1,3:54:40,141.8,14.64,-136.5
2024/7/1,3:54:50,141.9,14.65,-136.6
2024/7/1,3:55:00,142,14.66,-136.7
2024/7/1,3:55:10,142.1,14.67,-136.8
2024/7/1,3:55:20,142.2,14.68,-136.9
2024/7/1,3:55:30,142.3,14.69,-137
2024/7/1,3:55:40,142.4,14.7,-137.1
2024/7/1,3:55:50,142.5,14.71,-137.2
2024/7/1,3:56:00,142.6,14.72,-137.3
2024/7/1,3:56:10,142.7,14.73,-137.4
2024/7/1,3:56:20,142.8,14.74,-137.5
2024/7/1,3:56:30,142.9,14.75,-137.6
2024/7/1,3:56:40,143,14.76,-137.7
2024/7/1,3:56:50,143.1,14.77,-137.8
2024/7/1,3:57:00,143.2,14.78,-137.9
2024/7/1,3:57:10,143.3,14.79,-138
2024/7/1,3:57:20,143.4,14.8,-138.1
2024/7/1,3:57:30,143.5,14.81,-138.2
2024/7/1,3:57:40,143.6,14.82,-138.3
2024/7/1,3:57:50,143.7,14.83,-138.4
2024/7/1,3:58:00,143.8,14.84,-138.5
2024/7/1,3:58:10,143.9,14.85,-138.6
2024/7/1,3:58:20,144,14.86,-138.7
2024/7/1,3:58:30,144.1,14.87,-138.8
2024/7/1,3:58:40,144.2,14.88,-138.9
2024/7/1,3:58:50,144.3,14.89,-139
2024/7/1,3:59:00,144.4,14.9,-139.1
2024/7/1,3:59:10,144.5,14.91,-139.2
2024/7/1,3:59:20,144.6,14.92,-139.3
2024/7/1,3:59:30,144.7,14.93,-139.4
2024/7/1,3:59:40,144.8,14.94,-139.5
2024/7/1,3:59:50,144.9,14.95,-139.6
2024/7/1,4:00:00,145,14.96,-139.7
2024/7/1,4:00:10,145.1,14.97,-139.8
2024/7/1,4:00:20,145.2,14.98,-139.9
2024/7/1,4:00:30,145.3,14.99,-140
2024/7/1,4:00:40,145.4,15,-140.1
2024/7/1,4:00:50,145.5,15.01,-140.2
2024/7/1,4:01:00,145.6,15.02,-140.3
2024/7/1,4:01:10,145.7,15.03,-140.4
2024/7/1,4:01:20,145.8,15.04,-140.5
2024/7/1,4:01:30,145.9,15.05,-140.6
2024/7/1,4:01:40,146,15.06,-140.7
2024/7/1,4:01:50,146.1,15.07,-140.8
2024/7/1,4:02:00,146.2,15.08,-140.9
2024/7/1,4:02:10,146.3,15.09,-141
2024/7/1,4:02:20,146.4,15.1,-141.1
2024/7/1,4:02:30,146.5,15.11,-141.2
2024/7/1,4:02:40,146.6,15.12,-141.3
2024/7/1,4:02:50,146.7,15.13,-141.4
2024/7/1,4:03:00,146.8,15.14,-141.5
2024/7/1,4:03:10,146.9,15.15,-141.6
2024/7/1,4:03:20,147,15.16,-141.7
2024/7/1,4:03:30,147.1,15.17,-141.8
2024/7/1,4:03:40,147.2,15.18,-141.9
2024/7/1,4:03:50,147.3,15.19,-142
2024/7/1,4:04:00,147.4,15.2,-142.1
2024/7/1,4:04:10,147.5,15.21,-142.2
2024/7/1,4:04:20,147.6,15.22,-142.3
2024/7/1,4:04:30,147.7,15.23,-142.4
2024/7/1,4:04:40,147.8,15.24,-142.5
2024/7/1,4:04:50,147.9,15.25,-142.6
2024/7/1,4:05:00,148,15.26,-142.7
2024/7/1,4:05:10,148.1,15.27,-142.8
2024/7/1,4:05:20,148.2,15.28,-142.9
2024/7/1,4:05:30,148.3,15.29,-143
2024/7/1,4:05:40,148.4,15.3,-143.1
2024/7/1,4:05:50,148.5,15.31,-143.2
2024/7/1,4:06:00,148.6,15.32,-143.3
2024/7/1,4:06:10,148.7,15.33,-143.4
2024/7/1,4:06:20,148.8,15.34,-143.5
2024/7/1,4:06:30,148.9,15.35,-143.6
2024/7/1,4:06:40,149,15.36,-143.7
2024/7/1,4:06:50,149.1,15.37,-143.8
2024/7/1,4:07:00,149.2,15.38,-143.9
2024/7/1,4:07:10,149.3,15.39,-144
2024/7/1,4:07:20,149.4,15.4,-144.1
2024/7/1,4:07:30,149.5,15.41,-144.2
2024/7/1,4:07:40,149.6,15.42,-144.3
2024/7/1,4:07:50,149.7,15.43,-144.4
2024/7/1,4:08:00,149.8,15.44,-144.5
2024/7/1,4:08:10,149.9,15.45,-144.6
2024/7/1,4:08:20,150,15.46,-144.7
2024/7/1,4:08:30,150.1,15.47,-144.8
2024/7/1,4:08:40,150.2,15.48,-144.9
2024/7/1,4:08:50,150.3,15.49,-145
2024/7/1,4:09:00,150.4,15.5,-145.1
2024/7/1,4:09:10,150.5,15.51,-145.2
2024/7/1,4:09:20,150.6,15.52,-145.3
2024/7/1,4:09:30,150.7,15.53,-145.4
2024/7/1,4:09:40,150.8,15.54,-145.5
2024/7/1,4:09:50,150.9,15.55,-145.6
2024/7/1,4:10:00,151,15.56,-145.7
2024/7/1,4:10:10,151.1,15.57,-145.8
2024/7/1,4:10:20,151.2,15.58,-145.9
2024/7/1,4:10:30,151.3,15.59,-146
2024/7/1,4:10:40,151.4,15.6,-146.1
2024/7/1,4:10:50,151.5,15.61,-146.2
2024/7/1,4:11:00,151.6,15.62,-146.3
2024/7/1,4:11:10,151.7,15.63,-146.4
2024/7/1,4:11:20,151.8,15.64,-146.5
2024/7/1,4:11:30,151.9,15.65,-146.6
2024/7/1,4:11:40,152,15.66,-146.7
2024/7/1,4:11:50,152.1,15.67,-146.8
2024/7/1,4:12:00,152.2,15.68,-146.9
2024/7/1,4:12:10,152.3,15.69,-147
2024/7/1,4:12:20,152.4,15.7,-147.1
2024/7/1,4:12:30,152.5,15.71,-147.2
2024/7/1,4:12:40,152.6,15.72,-147.3
2024/7/1,4:12:50,152.7,15.73,-147.4
2024/7/1,4:13:00,152.8,15.74,-147.5
2024/7/1,4:13:10,152.9,15.75,-147.6
2024/7/1,4:13:20,153,15.76,-147.7
2024/7/1,4:13:30,153.1,15.77,-147.8
2024/7/1,4:13:40,153.2,15.78,-147.9
2024/7/1,4:13:50,153.3,15.79,-148
2024/7/1,4:14:00,153.4,15.8,-148.1
2024/7/1,4:14:10,153.5,15.81,-148.2
2024/7/1,4:14:20,153.6,15.82,-148.3
2024/7/1,4:14:30,153.7,15.83,-148.4
2024/7/1,4:14:40,153.8,15.84,-148.5
2024/7/1,4:14:50,153.9,15.85,-148.6
2024/7/1,4:15:00,154,15.86,-148.7
2024/7/1,4:15:10,154.1,15.87,-148.8
2024/7/1,4:15:20,154.2,15.88,-148.9
2024/7/1,4:15:30,154.3,15.89,-149
2024/7/1,4:15:40,154.4,15.9,-149.1
2024/7/1,4:15:50,154.5,15.91,-149.2
2024/7/1,4:16:00,154.6,15.92,-149.3
2024/7/1,4:16:10,154.7,15.93,-149.4
2024/7/1,4:16:20,154.8,15.94,-149.5
2024/7/1,4:16:30,154.9,15.95,-149.6
2024/7/1,4:16:40,155,15.96,-149.7
2024/7/1,4:16:50,155.1,15.97,-149.8
2024/7/1,4:17:00,155.2,15.98,-149.9
2024/7/1,4:17:10,155.3,15.99,-150
2024/7/1,4:17:20,155.4,16,-150.1
2024/7/1,4:17:30,155.5,16.01,-150.2
2024/7/1,4:17:40,155.6,16.02,-150.3
2024/7/1,4:17:50,155.7,16.03,-150.4
2024/7/1,4:18:00,155.8,16.04,-150.5
2024/7/1,4:18:10,155.9,16.05,-150.6
2024/7/1,4:18:20,156,16.06,-150.7
2024/7/1,4:18:30,156.1,16.07,-150.8
2024/7/1,4:18:40,156.2,16.08,-150.9
2024/7/1,4:18:50,156.3,16.09,-151
2024/7/1,4:19:00,156.4,16.1,-151.1
2024/7/1,4:19:10,156.5,16.11,-151.2
2024/7/1,4:19:20,156.6,16.12,-151.3
2024/7/1,4:19:30,156.7,16.13,-151.4
2024/7/1,4:19:40,156.8,16.14,-151.5
2024/7/1,4:19:50,156.9,16.15,-151.6
2024/7/1,4:20:00,157,16.16,-151.7
2024/7/1,4:20:10,157.1,16.17,-151.8
2024/7/1,4:20:20,157.2,16.18,-151.9
2024/7/1,4:20:30,157.3,16.19,-152
2024/7/1,4:20:40,157.4,16.2,-152.1
2024/7/1,4:20:50,157.5,16.21,-152.2
2024/7/1,4:21:00,157.6,16.22,-152.3
2024/7/1,4:21:10,157.7,16.23,-152.4
2024/7/1,4:21:20,157.8,16.24,-152.5
2024/7/1,4:21:30,157.9,16.25,-152.6
2024/7/1,4:21:40,158,16.26,-152.7
2024/7/1,4:21:50,158.1,16.27,-152.8
2024/7/1,4:22:00,158.2,16.28,-152.9
2024/7/1,4:22:10,158.3,16.29,-153
2024/7/1,4:22:20,158.4,16.3,-153.1
2024/7/1,4:22:30,158.5,16.31,-153.2
2024/7/1,4:22:40,158.6,16.32,-153.3
2024/7/1,4:22:50,158.7,16.33,-153.4
2024/7/1,4:23:00,158.8,16.34,-153.5
2024/7/1,4:23:10,158.9,16.35,-153.6
2024/7/1,4:23:20,159,16.36,-153.7
2024/7/1,4:23:30,159.1,16.37,-153.8
2024/7/1,4:23:40,159.2,16.38,-153.9
2024/7/1,4:23:50,159.3,16.39,-154
2024/7/1,4:24:00,159.4,16.4,-154.1
2024/7/1,4:24:10,159.5,16.41,-154.2
2024/7/1,4:24:20,159.6,16.42,-154.3
2024/7/1,4:24:30,159.7,16.43,-154.4
2024/7/1,4:24:40,159.8,16.44,-154.5
2024/7/1,4:24:50,159.9,16.45,-154.6
2024/7/1,4:25:00,160,16.46,-154.7
2024/7/1,4:25:10,160.1,16.47,-154.8
2024/7/1,4:25:20,160.2,16.48,-154.9
2024/7/1,4:25:30,160.3,16.49,-155
2024/7/1,4:25:40,160.4,16.5,-155.1
2024/7/1,4:25:50,160.5,16.51,-155.2
2024/7/1,4:26:00,160.6,16.52,-155.3
2024/7/1,4:26:10,160.7,16.53,-155.4
2024/7/1,4:26:20,160.8,16.54,-155.5
2024/7/1,4:26:30,160.9,16.55,-155.6
2024/7/1,4:26:40,161,16.56,-155.7
2024/7/1,4:26:50,161.1,16.57,-155.8
2024/7/1,4:27:00,161.2,16.58,-155.9
2024/7/1,4:27:10,161.3,16.59,-156
2024/7/1,4:27:20,161.4,16.6,-156.1
2024/7/1,4:27:30,161.5,16.61,-156.2
2024/7/1,4:27:40,161.6,16.62,-156.3
2024/7/1,4:27:50,161.7,16.63,-156.4
2024/7/1,4:28:00,161.8,16.64,-156.5
2024/7/1,4:28:10,161.9,16.65,-156.6
2024/7/1,4:28:20,162,16.66,-156.7
2024/7/1,4:28:30,162.1,16.67,-156.8
2024/7/1,4:28:40,162.2,16.68,-156.9
2024/7/1,4:28:50,162.3,16.69,-157
2024/7/1,4:29:00,162.4,16.7,-157.1
2024/7/1,4:29:10,162.5,16.71,-157.2
2024/7/1,4:29:20,162.6,16.72,-157.3
2024/7/1,4:29:30,162.7,16.73,-157.4
2024/7/1,4:29:40,162.8,16.74,-157.5
2024/7/1,4:29:50,162.9,16.75,-157.6
2024/7/1,4:30:00,163,16.76,-157.7
2024/7/1,4:30:10,163.1,16.77,-157.8
2024/7/1,4:30:20,163.2,16.78,-157.9
2024/7/1,4:30:30,163.3,16.79,-158
2024/7/1,4:30:40,163.4,16.8,-158.1
2024/7/1,4:30:50,163.5,16.81,-158.2
2024/7/1,4:31:00,163.6,16.82,-158.3
2024/7/1,4:31:10,163.7,16.83,-158.4
2024/7/1,4:31:20,163.8,16.84,-158.5
2024/7/1,4:31:30,163.9,16.85,-158.6
2024/7/1,4:31:40,164,16.86,-158.7
2024/7/1,4:31:50,164.1,16.87,-158.8
2024/7/1,4:32:00,164.2,16.88,-158.9
2024/7/1,4:32:10,164.3,16.89,-159
2024/7/1,4:32:20,164.4,16.9,-159.1
2024/7/1,4:32:30,164.5,16.91,-159.2
2024/7/1,4:32:40,164.6,16.92,-159.3
2024/7/1,4:32:50,164.7,16.93,-159.4
2024/7/1,4:33:00,164.8,16.94,-159.5
